NPS Classification;Country;Region;Reason 1;Reason 2;Reason 3;NPS;Comment
Promoter;BR;CO;Oferece boas parcerias para o motorista;;;10;A única coisa que eu n?o gostei foi depois que colocou aquela meta de r$ 50 para receber viagens só em cart?o era bom ou tigamente e descontando com motorista e a fazenda eles contando agora tem que ficar esperando corrida em cart?o de crédito demora chamar a gente a única coisa que eu n?o gostei o resto muito bom
Promoter;BR;CO;O aplicativo atende todas as minhas necessidades de trabalho;;;10;Voces deveriam se responsabilizar por corridas a dinheiro e por danos causados por passageiros
Promoter;BR;CO;Oferece boas parcerias para o motorista;Oferece boas funcionalidades de seguran?a;? seguro trabalhar com a 99;9;Acho que deveria dar mais aten??o pra o motorista em rela??o a reclama??es pq tem muito passageiro que e folgados chatos ainda depois reclamando de motorista
Promoter;BR;CO;O aplicativo é fácil de ser utilizado;? fácil receber meus ganhos na minha conta;O aplicativo é profissional;10;Otima plataforma pra trabalhar.
Promoter;BR;CO;O aplicativo é fácil de ser utilizado;Mostra as posi??es de embarque e desembarque corretamente;Oferece um atendimento ao consumidor fácil de entrar em contato;10;A 99pop em belo horizonte deveria ter uma categoria estilo a Uber Black categoria mais de luxo para o consumidor passageiro reclamam que a maioria dos carros n?o s?o bons
Promoter;BR;CO;Oferece boas funcionalidades de seguran?a;O aplicativo é fácil de ser utilizado;O aplicativo é profissional;9;O aplicativo e a central melhorou muito. Mas ainda falta orienta??es claras para os PASSAGEIROS sobre a utiliza??o da plataforma. Muitos passageiros que ou agem de má fé ou n?o tem orienta??o pelo app de forma correta.
Promoter;BR;CO;Todos falam sobre a 99 de forma positiva;? fácil receber meus ganhos na minha conta;O aplicativo é fácil de ser utilizado;10;Muito bom
Promoter;BR;CO;Os passageiros s?o educados e têm uma rota de viagem segura;Oferece um atendimento ao consumidor fácil de entrar em contato;Oferece boas funcionalidades de seguran?a;10;99 e 10
Promoter;BR;CO;Oferece uma visualiza??o clara e correta dos meus ganhos;O aplicativo é fácil de ser utilizado;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;10;Podia cobra do cliente uma taxa de espera, se passa de 5 minutos pois tem cliente. Que demora pra embarca
Promoter;BR;CO;O aplicativo atende todas as minhas necessidades de trabalho;Oferece boas funcionalidades de seguran?a;Oferece boas parcerias para o motorista;10;Agrade?o a Deus todos os dias por vcs existirem , consigo pagar meu alugar , escola da minha irm? . Agrade?o demais vocês , muito mesmo
Promoter;BR;CO;Mostra as posi??es de embarque e desembarque corretamente;Oferece uma visualiza??o clara e correta dos meus ganhos;Oferece boas parcerias para o motorista;10;Espero que vocês melhore a forma de cancelamento pois toda vez que gera um cancelamento vocês p?e culpa no motorista mesmo sem a gente achar o passageiro , vocês deveriam colocar um relógio ao chegar no local de embarque e após 5 minutos a gente cancelar sem transtornos
Promoter;BR;CO;Todos falam sobre a 99 de forma positiva;Oferece ganhos bons e estáveis;O aplicativo é profissional;10;A 99 e uma plataforma incrível e profissional.
Promoter;BR;CO;? fácil receber meus ganhos na minha conta;Oferece boas funcionalidades de seguran?a;Oferece uma rota segura de acordo com a prevista;10;Muito bom
Promoter;BR;CO;O aplicativo atende todas as minhas necessidades de trabalho;Os passageiros s?o educados e têm uma rota de viagem segura;Oferece uma visualiza??o clara e correta dos meus ganhos;10;Me coloca para participar dos incentivo
Promoter;BR;NE;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;Oferece boas parcerias para o motorista;O aplicativo atende todas as minhas necessidades de trabalho;10;Fa?a repasse de ganhos diários pois quem n?o tem o cart?o tem que esperar até a próxima quarta-feira pra receber.\nE o cart?o está sendo recusado em alguns postos . por isso n?o solicitei
Promoter;BR;NE;? seguro trabalhar com a 99;Mostra as posi??es de embarque e desembarque corretamente;? fácil receber meus ganhos na minha conta;10;Adoro
Promoter;BR;NE;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;O aplicativo é profissional;Todos falam sobre a 99 de forma positiva;10;Flexibilidade para o motorista q desempenhar um ótimo servi?o ao passageiro
Promoter;BR;NE;? fácil receber meus ganhos na minha conta;O aplicativo é fácil de ser utilizado;;10;Gostaria de saber o destino das corridas e saber mais informa?ao sobre o passageiro para me sentir mais seguro a foto deles seria bom pois bandido n?o gosta de ser identificado.
Promoter;BR;NE;Oferece uma visualiza??o clara e correta dos meus ganhos;? fácil receber meus ganhos na minha conta;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;10;Sim,procure saber mais quando nós cancelamos uma corrida.Voces n?o más nós sabemos porque.
Promoter;BR;NE;Mostra as posi??es de embarque e desembarque corretamente;? fácil receber meus ganhos na minha conta;Oferece ganhos bons e estáveis;9;Precisam melhorar a regra de cancelamento. O passageiro n?o aparece e nao cancela e nós somos punidos. Numa área de risso se eu cancelar sou punido também.
Promoter;BR;NE;O aplicativo é fácil de ser utilizado;? fácil receber meus ganhos na minha conta;Oferece um atendimento ao consumidor fácil de entrar em contato;10;A única coisa q eu estou insastifeito  com a 99 é que n paga as indica??es como deveria ser pagas sempre procuram meios e desculpas pra n nos pagar,eu fiz uma indica??o e n recebi
Promoter;BR;NE;O aplicativo é profissional;O aplicativo atende todas as minhas necessidades de trabalho;O aplicativo é fácil de ser utilizado;9;Estou muito satisfeito com a plataforma, mas gostaria de deixar algumas sugest?es de melhorias. Por exemplo, na regi?o do aeroporto precisa ser criada a fila virtual para os motoristas ter uma no??o melhor do tempo que vai esperar.
Promoter;BR;NE;? fácil receber meus ganhos na minha conta;? seguro trabalhar com a 99;Todos falam sobre a 99 de forma positiva;10;Só tenho a agradecer a 99 ,pelos servi?os ao motoristas parceiro, e aos passageiros que usufrui desses servi?os com qualidade e seguran?a
Promoter;BR;NE;Oferece uma rota segura de acordo com a prevista;Tem regras justas;O aplicativo é fácil de ser utilizado;10;Quando aparece área de risco n?o somos obrigado a ir  valeu 99
Promoter;BR;NE;? seguro trabalhar com a 99;O aplicativo é profissional;O aplicativo é fácil de ser utilizado;10;Muito bom a 99 so precisa melhorar o suporte ao motorista,e botar a foto dos passageiros fica bem melhor e seguro
Promoter;BR;NE;O aplicativo atende todas as minhas necessidades de trabalho;? fácil receber meus ganhos na minha conta;O aplicativo é fácil de ser utilizado;10;Deveria aparecer o valor que o passageiro paga ao motorista e uma op??o para o motorista colocar o valor pago pelo passageiro, as vezes tem passageiro que paga menos do que deu o valor da corrida.
Promoter;BR;NE;? fácil receber meus ganhos na minha conta;Oferece ganhos bons e estáveis;Oferece uma visualiza??o clara e correta dos meus ganhos;9;Incentivos promocionais para os motoristas, para impulsionar os parceiros motoras!
Promoter;BR;NE;? seguro trabalhar com a 99;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;Oferece boas funcionalidades de seguran?a;10;Estou feliz por trabalhar no 99
Promoter;BR;NE;? seguro trabalhar com a 99;O aplicativo é profissional;Oferece ganhos bons e estáveis;9;?timo aplicativo 99
Promoter;BR;NE;? seguro trabalhar com a 99;Tem regras justas;O aplicativo atende todas as minhas necessidades de trabalho;10;Só precisa mudar em termos de nos motoristas chegamos no local de embarque e esperamos o tempo limite e o passageiro n?o atender as msn sem ser punido com o valor de deslocamento devido a dist?ncia pecorrida. eles  espera o motorista cancelar aí temos que fazer isto^/ fazer  outras viagem já perdi muitas viagens assim vário km de dist?ncia
Promoter;BR;NE;Oferece boas parcerias para o motorista;? fácil receber meus ganhos na minha conta;Oferece boas funcionalidades de seguran?a;9;Antes de chegar no passageiro o aplicativo já da a localiza??o exata sem mesmo ter chegado ao passageiro
Promoter;BR;NE;Oferece boas funcionalidades de seguran?a;? fácil receber meus ganhos na minha conta;O aplicativo atende todas as minhas necessidades de trabalho;9;Precisa melhorar em rela??o ao cancelamento de corridas pelos passageiros
Promoter;BR;NE;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;;;10;Sou motorista 5 estrela da 99
Promoter;BR;NE;Oferece uma rota segura de acordo com a prevista;Mostra as posi??es de embarque e desembarque corretamente;Oferece ganhos bons e estáveis;9;Poderia exigir mais informa??es tanto do motorista quanto do passageiro. Deveria ser obrigatório a avali??o ao final de cada corrida
Promoter;BR;NE;Oferece uma rota segura de acordo com a prevista;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;Raramente aparecem corridas de/para áreas de risco;10;As vezes o gps trava e com isso dificulta de localizar o passageiro.
Promoter;BR;NE;? fácil receber meus ganhos na minha conta;Oferece boas parcerias para o motorista;O aplicativo atende todas as minhas necessidades de trabalho;10;Nota 10\n\n
Promoter;BR;NE;O aplicativo atende todas as minhas necessidades de trabalho;Oferece ganhos bons e estáveis;Mostra as posi??es de embarque e desembarque corretamente;10;Super satisfeita
Promoter;BR;NE;Oferece uma visualiza??o clara e correta dos meus ganhos;Raramente aparecem corridas de/para áreas de risco;Oferece ganhos bons e estáveis;10;Muito bom, parabéns
Promoter;BR;NE;O aplicativo é profissional;Tem regras justas;Oferece uma visualiza??o clara e correta dos meus ganhos;9;E um ótimo aplicativo no meu modo de ver ficaria melhor ainda se aparecesse o destino final da corrida
Promoter;BR;NE;Oferece boas parcerias para o motorista;;;10;Olá, boa tarde!\nNo momento estou pouco online com a 99, no momento estou rodando mais com a Uber, porém n?o estou t?o satisfeito com alguns valores das viagens da Uber. Acho que vou ficar só com vcs.
Promoter;BR;NE;O aplicativo é fácil de ser utilizado;Oferece boas parcerias para o motorista;Oferece ganhos bons e estáveis;9;A 99 poderia investir mais em seguran?a em reconhecimento facial para os passageiros também. Assim como todos terem cart?es de créditos adicionados a suas contas em seu nome o cart?o
Promoter;BR;NE;? seguro trabalhar com a 99;O aplicativo é profissional;O aplicativo é fácil de ser utilizado;10;Acho ruim quando o cliente n?o está no local,a gente entra em contato liga eles n?o responde,a gente que se deslocou pra ir buscar eles perdemos tempo e gastamos gasolina
Promoter;BR;NE;Todos falam sobre a 99 de forma positiva;O aplicativo é fácil de ser utilizado;O aplicativo atende todas as minhas necessidades de trabalho;10;obrigado por mim deixar fazer parte do time de motoristas 99 com amor valeu gosto dessa parceria vcs sao nota 1000
Promoter;BR;NE;Oferece informa??es suficientes do passageiro;Oferece boas parcerias para o motorista;Tem regras justas;10;Bom para se trabalhar mais também as vezes o endere?o ta errado. E os passageiros botam um endere?o e depois querem descer antes.ou depois do local de desembarque.
Promoter;BR;NE;? fácil receber meus ganhos na minha conta;O aplicativo atende todas as minhas necessidades de trabalho;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;10;Eu acho que o aplicativo deveria disponibilizar mais corridas. Demora muito de uma corrida para outra muito tempo parado quando encara uma corrida
Promoter;BR;NE;O aplicativo é fácil de ser utilizado;? seguro trabalhar com a 99;? fácil receber meus ganhos na minha conta;10;Se faz necessário reajustes das tarifa. Pois os combustíveis sobem e n?o há reajustes nos ganhos.\nE mais promo??es.\nObrigado por nos ouvir.\n
Promoter;BR;NE;? seguro trabalhar com a 99;O aplicativo é profissional;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;9;T? muito satisfeito trabalhar com vocês
Promoter;BR;NE;Raramente aparecem corridas de/para áreas de risco;O aplicativo é fácil de ser utilizado;? fácil receber meus ganhos na minha conta;10;Deveria mostrar mais dados do passageiro como foto verifica??o por foto como e feita com motorista ajudaria bastante
Promoter;BR;NE;Oferece um atendimento ao consumidor fácil de entrar em contato;Oferece uma rota segura de acordo com a prevista;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;9;"A 99 deveria informa ao cliente regras e condutas para embarcar em um carro de aplicativo como: leis de tr?nsitos,espera em área de risco tempo zero, espera em frente a prédio come meio fio amarelo ou linha exclusiva pra ?nibus ""faixa azul"" e via de embarque rápido o qual é proibido estaciona,ou frases como:""Estou descendo"" PE?O A 99 S? ISSO... INFORMA??ES AO CLIENTE, POIS ISSO SIM EVITA CANCELANTOS... ORIENTA??O AO CLIENTE.POIS ISSO OS MOTORISTAS SABEM O CLIENTE N?O"""
Promoter;BR;NE;O aplicativo é profissional;Oferece uma rota segura de acordo com a prevista;O aplicativo é fácil de ser utilizado;10;Os valores das corridas est?o baixos e defazados.
Promoter;BR;NE;Oferece boas parcerias para o motorista;Oferece uma visualiza??o clara e correta dos meus ganhos;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;9;Acho que a 99 deve aprimorar o App e mostrar au motorista\nA foto do perfil do passageiro\nQuantas vezes ele utilizou a 99\nDaí por experiência própria passará mas uma seguran?a maior obg
Promoter;BR;NE;Oferece boas parcerias para o motorista;? fácil receber meus ganhos na minha conta;Oferece informa??es suficientes do passageiro;9;Poderia melhorar no aspecto da localiza??o correta, quando passageiro pedir no local e n?o estiver lá pagar pelo deslocamento do motorista por período estimado de 5 minutos.
Promoter;BR;NE;? seguro trabalhar com a 99;Mostra as posi??es de embarque e desembarque corretamente;? fácil receber meus ganhos na minha conta;10;Na minha opini?o, no momento da aceita??o da corrida já  deveria estar contando o valor a ser recebido pelo percurso.
Promoter;BR;NE;O aplicativo é fácil de ser utilizado;;;9;N?o
Promoter;BR;NE;Oferece uma visualiza??o clara e correta dos meus ganhos;O aplicativo é profissional;O aplicativo é fácil de ser utilizado;9;Estou satisfeito com a 99
Promoter;BR;NE;? seguro trabalhar com a 99;;;10;Muito masa 99
Promoter;BR;NE;Oferece boas parcerias para o motorista;O aplicativo é profissional;O aplicativo atende todas as minhas necessidades de trabalho;10;Excelente aplicativo.
Promoter;BR;NE;Mostra as posi??es de embarque e desembarque corretamente;Oferece informa??es suficientes do passageiro;? fácil receber meus ganhos na minha conta;10;Só tá faltando bota quando passageiro n?o paga é bota pra próxima corrida só isso
Promoter;BR;NE;Oferece ganhos bons e estáveis;;;9;Opissoes de trocar o som de chamadas de corrida.
Promoter;BR;NE;Mostra as posi??es de embarque e desembarque corretamente;;;10;Deveria cobrar o tempo de espera e o cancelamento após os cinco minutos. E da uma op??o caso n?o tenha o troco para da o passageiros.
Promoter;BR;NE;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;;;10;Gostaria que tivessem mais campanhas.\nN sei se pq ainda t? no início, mais ainda n apareceu nenhuma campanha pra mim. Obg!
Promoter;BR;NE;O aplicativo atende todas as minhas necessidades de trabalho;O aplicativo é fácil de ser utilizado;Mostra as posi??es de embarque e desembarque corretamente;10;Pra mim motorista a 99 pop si falta mas valorizar no motorista \nE tbm ter que ver essas taxas de cancelamento quando o cliente n?o está no local.\nE também para de tá bloqueando por cancelar 5 corrida isso n?o é justo e ao mesmo tem tanto nos como vcs da pop fica sem ganhar dinheiro.\n
Promoter;BR;NE;O aplicativo é profissional;O aplicativo é fácil de ser utilizado;Oferece boas parcerias para o motorista;9;App deixa muito a desejar quanto ao ganho e a seguran?a do motorista.\nE também n?o estabelece uma linha de contato direto e mais fácil para solu??o de problemas.
Promoter;BR;NE;Oferece boas funcionalidades de seguran?a;Oferece boas parcerias para o motorista;? seguro trabalhar com a 99;10;Sugiro uma fun??o no aplicativo para cancelar uma corrida ao chegar no embarque, sem nos afetar na nossa taxa de desempenho, em alguns casos pontuais, como sem cadeirinha infantil, área perigosa, número excessivo de passageiros... Para a gente cancelar rápido nesses casos, sem precisar esperar os 5 minutos para que n?o seja afetada nossa taxa de desempenho.\n\nGrato
Promoter;BR;NE;? fácil receber meus ganhos na minha conta;O aplicativo é fácil de ser utilizado;Oferece uma visualiza??o clara e correta dos meus ganhos;10;A99 deveria comprá, o motorista chaga e o passageiro n?o está perdemos o tempo e a gasolina.
Promoter;BR;NE;Oferece um atendimento ao consumidor fácil de entrar em contato;;;10;Bom pra trabalhar
Promoter;BR;NE;O aplicativo é profissional;;;10;?timo
Promoter;BR;NE;? fácil receber meus ganhos na minha conta;Oferece informa??es suficientes do passageiro;Oferece uma visualiza??o clara e correta dos meus ganhos;10;Acho que deveria rever, quando chego pra ir buscar o passageiro as vezes demoramos mais de 5 minutos , e o passageiro n?o aparece quando cancelando a corrida mesmo assim somos penalizados, como se a culpa do passageiro n?o chegar fosse nossa....
Promoter;BR;NE;? fácil receber meus ganhos na minha conta;O aplicativo é profissional;O aplicativo atende todas as minhas necessidades de trabalho;10;estou muito satisfeito
Promoter;BR;NE;Mostra as posi??es de embarque e desembarque corretamente;O aplicativo é fácil de ser utilizado;Tem regras justas;10;Sou muito agradecido a 99
Promoter;BR;NE;Oferece um atendimento ao consumidor fácil de entrar em contato;O aplicativo atende todas as minhas necessidades de trabalho;Mostra as posi??es de embarque e desembarque corretamente;10;e muito bom rodar com a 99
Promoter;BR;NE;Mostra as posi??es de embarque e desembarque corretamente;Oferece uma rota segura de acordo com a prevista;Oferece informa??es suficientes do passageiro;10;Nao
Promoter;BR;NE;Tem regras justas;Oferece ganhos bons e estáveis;Oferece boas parcerias para o motorista;10;? confuso na hora do embarque do passageiro, pois, no gps, n?o fica claro o local exato, tira do assim a aten??o no tr?nsito...
Promoter;BR;NE;O aplicativo é fácil de ser utilizado;Oferece uma visualiza??o clara e correta dos meus ganhos;Oferece ganhos bons e estáveis;10;Boa tarde, gostaria de saber como funciona a varia??o da taxa da 99 pois n?o compreendo ainda! Grato! E rever as corridas para embarcar o passageiro muito longe, e mostrar quantas corridas já foram feitas no total!!
Promoter;BR;NE;O aplicativo atende todas as minhas necessidades de trabalho;;;10;Sim, amo a 99pop
Promoter;BR;NE;Oferece uma rota segura de acordo com a prevista;Tem regras justas;Oferece ganhos bons e estáveis;9;N?o
Promoter;BR;NE;O aplicativo é profissional;? seguro trabalhar com a 99;;10;Comecei a realizar o trabalho a pouco tempo, e os clientes modéstia parte ficaram muito satisfeito com meu servi?o e falaram negativamente de outros motoristas
Promoter;BR;NE;Oferece boas parcerias para o motorista;O aplicativo é fácil de ser utilizado;Oferece ganhos bons e estáveis;10;As corridas para pegar o passageiro precisa ser perto, n?o tem lógica pega passageiro com 3 km para roda 2km\n
Promoter;BR;NE;O aplicativo é fácil de ser utilizado;;;9;Melhora para o motorista.
Promoter;BR;NE;O aplicativo é profissional;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;O aplicativo é fácil de ser utilizado;10;Procurar sempre melhorar
Promoter;BR;NE;O aplicativo é fácil de ser utilizado;O aplicativo é profissional;? fácil receber meus ganhos na minha conta;10;Parabéns
Promoter;BR;NE;Oferece uma visualiza??o clara e correta dos meus ganhos;Oferece boas funcionalidades de seguran?a;? fácil receber meus ganhos na minha conta;10;99 é do pov?o e eu gosto
Promoter;BR;NE;Os passageiros s?o educados e têm uma rota de viagem segura;Oferece uma rota segura de acordo com a prevista;Oferece um atendimento ao consumidor fácil de entrar em contato;9;N?o estou recebendo promo??es e meus colegas recebem
Promoter;BR;NE;O aplicativo atende todas as minhas necessidades de trabalho;Oferece um atendimento ao consumidor fácil de entrar em contato;O aplicativo é fácil de ser utilizado;10;Gostaria que melhorasse a parte de seguran?a com implementa??o de cameras, isso iria melhorar bastante a seguran?a dos motoristas
Promoter;BR;NE;O aplicativo atende todas as minhas necessidades de trabalho;;;10;Bom o aplicativo e nota 10 mas deveria da a opcao de regeitar a viagem sem despontar a pessoa pois as vezes a viagem e muito longe andamos muito pra perdemos combustível pra ganhar praticamente nada pois o gasto foi maior que o ganho fora isso o aplicativo e top muito bom
Promoter;BR;NE;Oferece ganhos bons e estáveis;;;10;mas campanha
Promoter;BR;NE;O aplicativo é fácil de ser utilizado;;;10;Excelente aplicativo
Promoter;BR;NE;Oferece uma visualiza??o clara e correta dos meus ganhos;Oferece um atendimento ao consumidor fácil de entrar em contato;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;10;Em rela??o ao término da viagem n?o conseguia mais ver a quantidade em dinheiro pois já estava em outra chamada
Promoter;BR;NE;? fácil receber meus ganhos na minha conta;;;10;Cancelamento por culpa do passageiro deveria ser justificavel
Promoter;BR;NE;O aplicativo atende todas as minhas necessidades de trabalho;Oferece boas funcionalidades de seguran?a;Oferece ganhos bons e estáveis;10;Pop te amo
Promoter;BR;NE;? fácil receber meus ganhos na minha conta;Oferece uma visualiza??o clara e correta dos meus ganhos;;10;Melhorias no navegador, para que ele seja mais preciso.
Promoter;BR;NE;O aplicativo é fácil de ser utilizado;;;10;Boa noite, precisa melhorar as tarifas e os ganhos dos motoristas parceiros.
Promoter;BR;NE;? fácil receber meus ganhos na minha conta;;;10;E o mesmo de sempre vcs tem q passa a esculta mais os motoristas.
Promoter;BR;NE;O aplicativo é profissional;? fácil receber meus ganhos na minha conta;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;10;Gostaria q fosse acessivel ao motorista visualizar foto do passageiro
Promoter;BR;NE;Oferece ganhos bons e estáveis;Oferece um atendimento ao consumidor fácil de entrar em contato;Mostra as posi??es de embarque e desembarque corretamente;10;Acho que só precisa rever a distan ia das chamadas,pois semana passada estava na Ribeira e batendo corrida em Lobato e Santa M?nica e as vezes vamos mesmo com essa dist?ncia toda e quando chega lá a viagem e curta e terminamos pagando para trabalhar e mesma coisa corrida em área perigosas e vc vê o local e cancela e aí aparece que motorista foi culpado do cancelamento,o que transparece que a platafor.a está preoculpado com.nu.ero de visitas e nossa seguran?a como fica?
Promoter;BR;NE;O aplicativo é fácil de ser utilizado;Oferece ganhos bons e estáveis;;10;Dêem dicas para os passageiros preservar o nosso carro.
Promoter;BR;NE;Oferece um atendimento ao consumidor fácil de entrar em contato;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;Oferece boas funcionalidades de seguran?a;10;Só acho que deveria aparece a foto do passageiro e diminuir o km para ir pegá o passageiro
Promoter;BR;NE;Oferece ganhos bons e estáveis;;;9;Gostaria de saber dados da viagem, antes de aceitala.\nTipo para onde \nPor onde e km final.\nOps, valor também.
Promoter;BR;NE;Oferece ganhos bons e estáveis;Oferece uma visualiza??o clara e correta dos meus ganhos;O aplicativo é fácil de ser utilizado;9;Precisamos de ajuda. As corridas recusadas ou canceladas nao deveriam ir para nossa avalia??o.  Lugares ds riscos
Promoter;BR;NE;Oferece uma visualiza??o clara e correta dos meus ganhos;O aplicativo atende todas as minhas necessidades de trabalho;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;10;Está sendo legal trabalhar na 99, pena q agor vou trabalhar nela só aos domingos e feriados pois vou come?ar a trabalhar em uma empresa. Obrigado
Promoter;BR;NE;O aplicativo é fácil de ser utilizado;Oferece uma visualiza??o clara e correta dos meus ganhos;Todos falam sobre a 99 de forma positiva;10;Excelente
Promoter;BR;NE;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;? seguro trabalhar com a 99;O aplicativo é profissional;9;Sim eu gostaria que houvesse tempo necessário de espera para que o passageiro embarcar pois às vezes o passageiro demora n?o aparece no local a gente tem que cancelar a corrida e ainda somos responsabilizados por isso gostaria que revisse isso sobre essa plataforma ter um tempo para embarcar ou seja um tempo de espera caso passageiro n?o aparecer o motorista cancelar a corrida sem puni??o ou seja com a puni??o para o passageiro n?o para o condutor que ele se desloca e n?o ganha somente isso.
Promoter;BR;NE;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;Oferece boas funcionalidades de seguran?a;O aplicativo é fácil de ser utilizado;10;Gostaria que adcionacem a plataforma uma categoria específica para corridas com crian?as
Promoter;BR;NE;O aplicativo é fácil de ser utilizado;;;10;Bom
Promoter;BR;NE;Oferece uma visualiza??o clara e correta dos meus ganhos;;;10;Parabéns a todos da 99 pop
Promoter;BR;NE;O aplicativo é fácil de ser utilizado;Todos falam sobre a 99 de forma positiva;O aplicativo atende todas as minhas necessidades de trabalho;9;Sempre que precisei fui muito bem atendido e o problema solucionado.
Promoter;BR;NE;O aplicativo é profissional;Oferece boas parcerias para o motorista;O aplicativo é fácil de ser utilizado;10;Elogios deveriam valer pontua??o positiva para classifica??o do motorista
Promoter;BR;NE;O aplicativo atende todas as minhas necessidades de trabalho;Oferece ganhos bons e estáveis;Oferece uma visualiza??o clara e correta dos meus ganhos;9;Já mandei pra uber melhora os valores das viagem
Promoter;BR;NE;Todos falam sobre a 99 de forma positiva;Oferece uma visualiza??o clara e correta dos meus ganhos;O aplicativo é fácil de ser utilizado;10;Mais corridas
Promoter;BR;NE;Oferece uma rota segura de acordo com a prevista;Todos falam sobre a 99 de forma positiva;O aplicativo é fácil de ser utilizado;10;Tenho percebido erros de localiza??o pelo GPS indicando endere?o errados
Promoter;BR;NE;O aplicativo é fácil de ser utilizado;;;10;Sou motorista de vcs mas já passei por três situa??es de risco,no último tive um prejuízo de 230,00 sofri tentativa de assalto,e passei por mais duas outras situa??es,qu?o seria se o passageiro fizece a chamada e tivesse o reconhecimento facial dele TB,seria mais seguro p nos motoristas
Promoter;BR;NE;Oferece um atendimento ao consumidor fácil de entrar em contato;O aplicativo é fácil de ser utilizado;? seguro trabalhar com a 99;10;Muito obrigado pela experiência de poder transportar com seguran?a os passageiros da 99, obrigado por me deixar fazer parte dessa história.
Promoter;BR;NE;Oferece boas funcionalidades de seguran?a;Oferece ganhos bons e estáveis;? fácil receber meus ganhos na minha conta;9;Passageiros podiam ter fotos nas chamadas.
Promoter;BR;NE;O aplicativo é fácil de ser utilizado;Mostra as posi??es de embarque e desembarque corretamente;Oferece um atendimento ao consumidor fácil de entrar em contato;9;Gostaria que fosse revisto a quest?o do deslocamento do Motorista 99, até o Passageiro (Multa). Nos deslocamos vários Quil?metros, chegamos lá e o Passageiro n?o estar, cancelados e ele n?o é punido, e nós temos o custo com o Deslocamento.
Promoter;BR;NE;O aplicativo atende todas as minhas necessidades de trabalho;Oferece boas parcerias para o motorista;Mostra as posi??es de embarque e desembarque corretamente;10;Mostrar o perfil do motorista seria muito bom para que o mesmo se oriente sobre o trabalho que ele está executando\n
Promoter;BR;NE;Oferece boas parcerias para o motorista;Oferece ganhos bons e estáveis;O aplicativo atende todas as minhas necessidades de trabalho;10;Gostaria que as taxas de servi?o  fosse menor
Promoter;BR;NE;Oferece um atendimento ao consumidor fácil de entrar em contato;O aplicativo atende todas as minhas necessidades de trabalho;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;10;Cada dia satisfeito com a 99pop.
Promoter;BR;NE;O aplicativo é fácil de ser utilizado;Oferece boas funcionalidades de seguran?a;Oferece uma visualiza??o clara e correta dos meus ganhos;10;.
Promoter;BR;NE;O aplicativo é fácil de ser utilizado;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;Mostra as posi??es de embarque e desembarque corretamente;9;Muito bom mesmo muito fácil de utilizar
Promoter;BR;NE;Mostra as posi??es de embarque e desembarque corretamente;O aplicativo é fácil de ser utilizado;? fácil receber meus ganhos na minha conta;9;Poderia ter os detalhes das viagens feitas, com mais detalhes e de fácil visualiza??o
Promoter;BR;NE;O aplicativo é fácil de ser utilizado;? fácil receber meus ganhos na minha conta;Mostra as posi??es de embarque e desembarque corretamente;10;Tem que adicionar a cobran?a do parsageiro de cancelamento
Promoter;BR;NE;? fácil receber meus ganhos na minha conta;Oferece um atendimento ao consumidor fácil de entrar em contato;O aplicativo é profissional;10;So
Promoter;BR;NE;Oferece ganhos bons e estáveis;O aplicativo é profissional;Oferece boas parcerias para o motorista;10;Melhorar mais em rela??o aos passageiros, porque tem muitos de mal pensamento...
Promoter;BR;NE;Tem regras justas;Oferece boas parcerias para o motorista;O aplicativo é fácil de ser utilizado;10;Só n?o estou rodando com frequência porque tenho que mudar do cart?o para própria para minha conta pessoal para facilitar nosso pagamento da minha conta por isso que n?o estou rodando muito pela pop N?o tenho nada que reclamar da pop nesse exato momento A pop tá de parabéns
