NPS Classification;Country;Region;Reason 1;Reason 2;Reason 3;NPS;Comment
Promoter;BR;POC;O aplicativo é profissional;? fácil receber meus ganhos na minha conta;Oferece uma rota segura de acordo com a prevista;10;
Promoter;BR;POC;O aplicativo é fácil de ser utilizado;? fácil receber meus ganhos na minha conta;Oferece boas parcerias para o motorista;9;
Promoter;BR;POC;? fácil receber meus ganhos na minha conta;Os passageiros s?o educados e têm uma rota de viagem segura;Oferece informa??es suficientes do passageiro;9;
Promoter;BR;POC;O aplicativo é fácil de ser utilizado;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;Oferece boas funcionalidades de seguran?a;9;
Promoter;BR;POC;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;Oferece boas funcionalidades de seguran?a;Oferece um atendimento ao consumidor fácil de entrar em contato;10;
Promoter;BR;POC;O aplicativo é fácil de ser utilizado;Mostra as posi??es de embarque e desembarque corretamente;Oferece boas parcerias para o motorista;10;Motoristas atenciosos
Promoter;BR;POC;O aplicativo atende todas as minhas necessidades de trabalho;Todos falam sobre a 99 de forma positiva;O aplicativo é fácil de ser utilizado;10;
Promoter;BR;POC;O aplicativo é profissional;O aplicativo é fácil de ser utilizado;Oferece boas funcionalidades de seguran?a;9;
Promoter;BR;POC;Oferece uma rota segura de acordo com a prevista;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;Mostra as posi??es de embarque e desembarque corretamente;10;Parabéns a todos que se empenham nesse maravilhoso app
Promoter;BR;POC;O aplicativo é fácil de ser utilizado;Oferece uma visualiza??o clara e correta dos meus ganhos;? fácil receber meus ganhos na minha conta;9;Atualiza??o de mapa em algumas regi?es,  pois tem contornos que já n?o existem mais.
Promoter;BR;POC;O aplicativo atende todas as minhas necessidades de trabalho;O aplicativo é fácil de ser utilizado;O aplicativo é profissional;9;
Promoter;BR;POC;Todos falam sobre a 99 de forma positiva;O aplicativo atende todas as minhas necessidades de trabalho;? seguro trabalhar com a 99;10;
Promoter;BR;POC;O aplicativo atende todas as minhas necessidades de trabalho;;;10;
Promoter;BR;POC;O aplicativo é fácil de ser utilizado;O aplicativo atende todas as minhas necessidades de trabalho;Oferece um atendimento ao consumidor fácil de entrar em contato;10;Vocês s?o muito bons! Parabéns por tudo!
Promoter;BR;POC;O aplicativo atende todas as minhas necessidades de trabalho;;;10;Nota dez. Veio. Numa Hr. Boa. Pra presidente Prudent.
Promoter;BR;POC;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;O aplicativo é fácil de ser utilizado;Todos falam sobre a 99 de forma positiva;9;
Promoter;BR;POC;O aplicativo é fácil de ser utilizado;;;10;
Promoter;BR;POC;Mostra as posi??es de embarque e desembarque corretamente;O aplicativo é fácil de ser utilizado;Todos falam sobre a 99 de forma positiva;10;
Promoter;BR;POC;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;;;10;A 99 deixa o dia a dia mais pratico
Promoter;BR;POC;Oferece um atendimento ao consumidor fácil de entrar em contato;Oferece boas funcionalidades de seguran?a;O aplicativo é fácil de ser utilizado;10;
Promoter;BR;POC;Tem regras justas;Oferece um atendimento ao consumidor fácil de entrar em contato;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;9;Deveria melhorar tempo de cancelamento do motorista por que 12 minutos é muito tempo para quem espera o motorista e as vezes o próprio cancela. Fica constrangedor e n?o parece profissional.
Promoter;BR;POC;Mostra as posi??es de embarque e desembarque corretamente;Oferece ganhos bons e estáveis;Oferece uma rota segura de acordo com a prevista;10;
Promoter;BR;POC;Oferece ganhos bons e estáveis;;;9;A visualiza??o do mapa n?o clara \nDemora e n?o mostra os minutos quando está chegando no local de embarque
Promoter;BR;POC;O aplicativo é fácil de ser utilizado;;;9;
Promoter;BR;POC;O aplicativo é fácil de ser utilizado;;;9;?timo, estou gostando
Promoter;BR;POC;O aplicativo atende todas as minhas necessidades de trabalho;;;10;
Promoter;BR;POC;Mostra as posi??es de embarque e desembarque corretamente;;;9;
Promoter;BR;POC;O aplicativo atende todas as minhas necessidades de trabalho;Oferece informa??es suficientes do passageiro;O aplicativo é fácil de ser utilizado;10;
Promoter;BR;POC;Oferece um atendimento ao consumidor fácil de entrar em contato;Oferece uma visualiza??o clara e correta dos meus ganhos;O aplicativo é fácil de ser utilizado;10;gostaria de ter mais cupom desconto
Promoter;BR;POC;Todos falam sobre a 99 de forma positiva;O aplicativo é fácil de ser utilizado;Mostra as posi??es de embarque e desembarque corretamente;9;
Promoter;BR;POC;O aplicativo é fácil de ser utilizado;;;10;Deveria ter uma forma de avisar que objetos foram esquecidos no carro... avisar a 99 e o motorista rapidamente antes que outro passageiro entre no carro e leve o objeto.
Promoter;BR;POC;Todos falam sobre a 99 de forma positiva;Mostra as posi??es de embarque e desembarque corretamente;O aplicativo é fácil de ser utilizado;10;
Promoter;BR;POC;Oferece boas parcerias para o motorista;O aplicativo é fácil de ser utilizado;Mostra as posi??es de embarque e desembarque corretamente;9;
Promoter;BR;POC;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;;;9;Melhorar na seguran?a
Promoter;BR;POC;O aplicativo é fácil de ser utilizado;Oferece informa??es suficientes do passageiro;Mostra as posi??es de embarque e desembarque corretamente;10;Nao
Promoter;BR;POC;O aplicativo é profissional;Oferece boas parcerias para o motorista;Oferece um atendimento ao consumidor fácil de entrar em contato;10;
Promoter;BR;POC;O aplicativo atende todas as minhas necessidades de trabalho;O aplicativo é fácil de ser utilizado;Oferece boas funcionalidades de seguran?a;10;
Promoter;BR;POC;? fácil receber meus ganhos na minha conta;O aplicativo é fácil de ser utilizado;Mostra as posi??es de embarque e desembarque corretamente;9;
Promoter;BR;POC;Mostra as posi??es de embarque e desembarque corretamente;O aplicativo é fácil de ser utilizado;Oferece ganhos bons e estáveis;10;Se nós motorista parceiro pudéssemos olhar a foto do passageiro seria mais seguro para ambas paetes
Promoter;BR;POC;Oferece uma rota segura de acordo com a prevista;? fácil receber meus ganhos na minha conta;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;10;
Promoter;BR;POC;O aplicativo atende todas as minhas necessidades de trabalho;Oferece ganhos bons e estáveis;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;10;
Promoter;BR;POC;Oferece uma rota segura de acordo com a prevista;O aplicativo é fácil de ser utilizado;Todos falam sobre a 99 de forma positiva;10;
Promoter;BR;POC;Mostra as posi??es de embarque e desembarque corretamente;;;10;
Promoter;BR;POC;? seguro trabalhar com a 99;Mostra as posi??es de embarque e desembarque corretamente;Todos falam sobre a 99 de forma positiva;10;
Promoter;BR;POC;Oferece informa??es suficientes do passageiro;Oferece um atendimento ao consumidor fácil de entrar em contato;Oferece uma rota segura de acordo com a prevista;10;
Promoter;BR;POC;Oferece boas parcerias para o motorista;O aplicativo é fácil de ser utilizado;Raramente aparecem corridas de/para áreas de risco;10;Teria que ter mais din?micas pra ficar 100%\n
Promoter;BR;POC;Oferece uma visualiza??o clara e correta dos meus ganhos;Oferece boas funcionalidades de seguran?a;O aplicativo atende todas as minhas necessidades de trabalho;10;Muito bom app
Promoter;BR;POC;O aplicativo é profissional;Oferece uma rota segura de acordo com a prevista;O aplicativo é fácil de ser utilizado;10;Muito ótimo app
Promoter;BR;POC;O aplicativo é profissional;Tem regras justas;O aplicativo atende todas as minhas necessidades de trabalho;10;
Promoter;BR;POC;O aplicativo é fácil de ser utilizado;? fácil receber meus ganhos na minha conta;O aplicativo atende todas as minhas necessidades de trabalho;10;Em minha cidade n?o tem op??o de cancelamento sem puni??o em áreas de risco.\nAcho que nao deveria ter puni??es por rejeitar corridas. Tipo passageiro com 5 pax. \nPassageiro quer levar Chd sem cadeira...\n\n
Promoter;BR;POC;O aplicativo é profissional;Oferece um atendimento ao consumidor fácil de entrar em contato;? fácil receber meus ganhos na minha conta;9;N?o mostra posi??o de embarque corretamente,a maioria dos passageiros n?o querem editar rota mesmo oferecendo a eles roteamento de internet por último pensam que por estarem pagando s?o donos do carro.
Promoter;BR;POC;Oferece boas parcerias para o motorista;O aplicativo é profissional;Oferece boas funcionalidades de seguran?a;10;Ter taxa de bagagens
Promoter;BR;POC;O aplicativo é fácil de ser utilizado;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;;10;
Promoter;BR;POC;Oferece informa??es suficientes do passageiro;O aplicativo é profissional;Oferece uma visualiza??o clara e correta dos meus ganhos;10;?nica reclama??o,fico muito tempo esperando corridas e acabo por desistir de esperar
Promoter;BR;POC;O aplicativo é profissional;;;10;
Promoter;BR;POC;Os passageiros s?o educados e têm uma rota de viagem segura;O aplicativo atende todas as minhas necessidades de trabalho;O aplicativo é fácil de ser utilizado;9;Sim
Promoter;BR;POC;? fácil receber meus ganhos na minha conta;;;9;
Promoter;BR;POC;? seguro trabalhar com a 99;;;10;
Promoter;BR;POC;Oferece um atendimento ao consumidor fácil de entrar em contato;Oferece uma visualiza??o clara e correta dos meus ganhos;Oferece uma rota segura de acordo com a prevista;10;N?o
Promoter;BR;POC;Oferece um atendimento ao consumidor fácil de entrar em contato;? fácil receber meus ganhos na minha conta;;9;Acho que precisaria mapear maior áreas de riscos
Promoter;BR;POC;Oferece boas parcerias para o motorista;;;9;
Promoter;BR;POC;O aplicativo é fácil de ser utilizado;? fácil receber meus ganhos na minha conta;;9;Efoi difícil escolher três op??es, sou motorista e passageiro. Passageiros mal educado, rotas erradas com aumento de pre?o, área de risco sem op??o de cancelamento, ou melhor deslocamos até o passageiro e ainda saímos no prejuízo.mas fazer o q temos q trabalhar, de um tempo p cá tá muito fraco de corridas...deixando a desejar.
Promoter;BR;POC;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;;;10;
Promoter;BR;POC;Raramente aparecem corridas de/para áreas de risco;O aplicativo é fácil de ser utilizado;Mostra as posi??es de embarque e desembarque corretamente;9;
Promoter;BR;POC;? fácil receber meus ganhos na minha conta;O aplicativo é fácil de ser utilizado;Oferece ganhos bons e estáveis;10;
Promoter;BR;POC;Oferece um atendimento ao consumidor fácil de entrar em contato;;;10;
Promoter;BR;POC;Tem regras justas;O aplicativo é profissional;O aplicativo é fácil de ser utilizado;9;
Promoter;BR;POC;O aplicativo é profissional;Oferece ganhos bons e estáveis;Oferece uma visualiza??o clara e correta dos meus ganhos;9;
Promoter;BR;POC;O aplicativo é profissional;Oferece informa??es suficientes do passageiro;Oferece um atendimento ao consumidor fácil de entrar em contato;10;
Promoter;BR;POC;Oferece boas funcionalidades de seguran?a;O aplicativo atende todas as minhas necessidades de trabalho;Oferece ganhos bons e estáveis;9;
Promoter;BR;POC;O aplicativo é profissional;? seguro trabalhar com a 99;Tem regras justas;10;
Promoter;BR;POC;Oferece informa??es suficientes do passageiro;O aplicativo é fácil de ser utilizado;O aplicativo atende todas as minhas necessidades de trabalho;9;
Promoter;BR;POC;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;;;9;Nao
Promoter;BR;POC;Oferece uma visualiza??o clara e correta dos meus ganhos;Oferece ganhos bons e estáveis;? fácil receber meus ganhos na minha conta;10;
Promoter;BR;POC;Mostra as posi??es de embarque e desembarque corretamente;Oferece ganhos bons e estáveis;Oferece boas parcerias para o motorista;10;
Promoter;BR;POC;O aplicativo é profissional;;;10;
Promoter;BR;POC;? fácil receber meus ganhos na minha conta;Mostra as posi??es de embarque e desembarque corretamente;O aplicativo é fácil de ser utilizado;9;
Promoter;BR;POC;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;Oferece uma visualiza??o clara e correta dos meus ganhos;Oferece uma rota segura de acordo com a prevista;9;
Promoter;BR;POC;Todos falam sobre a 99 de forma positiva;O aplicativo é profissional;;10;"Boa noite , e muito positivo para o passageiro ,acham muito em conta as vezes tem embarque com a carga máxima de passageiros aí do fim do destino fica mas enconta do que transporte público , pós pe?o a vcs que revejam alguma possibilidade de nós no caso o app e motorista atermos um pouco a mais de ganhos pós a excelência de nossos carros e a rapidez de nossos servi?os est?o sendo visto como muito ""barato $$$ "" obg."
Promoter;BR;POC;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;? fácil receber meus ganhos na minha conta;Oferece boas parcerias para o motorista;10;Temos que enteragir todos juntos principalmente ouvindo os motorista mais experiente para juntos formamos uma empresa em que todos nois nós orgulhamos
Promoter;BR;POC;? fácil receber meus ganhos na minha conta;? seguro trabalhar com a 99;O aplicativo atende todas as minhas necessidades de trabalho;10;Equipe sempre pronta para atender
Promoter;BR;POC;? seguro trabalhar com a 99;Oferece um atendimento ao consumidor fácil de entrar em contato;Oferece uma visualiza??o clara e correta dos meus ganhos;10;
Promoter;BR;POC;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;;;10;
Promoter;BR;POC;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;O aplicativo é fácil de ser utilizado;Oferece ganhos bons e estáveis;10;
Promoter;BR;POC;? fácil receber meus ganhos na minha conta;;;10;
Promoter;BR;POC;? seguro trabalhar com a 99;O aplicativo é fácil de ser utilizado;Os passageiros s?o educados e têm uma rota de viagem segura;10;Gosto muito da 99
Promoter;BR;POC;Oferece boas funcionalidades de seguran?a;Oferece um atendimento ao consumidor fácil de entrar em contato;? fácil receber meus ganhos na minha conta;10;
Promoter;BR;POC;Todos falam sobre a 99 de forma positiva;O aplicativo é profissional;Oferece informa??es suficientes do passageiro;10;
Promoter;BR;POC;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;Oferece boas funcionalidades de seguran?a;Oferece uma rota segura de acordo com a prevista;9;Urgente. \nPagar ao motorista,quando o usuario n?o aparece para o embarque. \nN?o é justo vc rodar até o local de embarque e ficar no prejuízo. \nE o usuario terá que ser penalizado. \nNós  n?o precisamos desse tipo de usuario.
Promoter;BR;POC;O aplicativo é fácil de ser utilizado;O aplicativo atende todas as minhas necessidades de trabalho;;10;
Promoter;BR;POC;? fácil receber meus ganhos na minha conta;O aplicativo é fácil de ser utilizado;O aplicativo é profissional;9;Precisa melhorar um pouco em muita coisa principalmente na taxa de cancelamento
Promoter;BR;POC;O aplicativo atende todas as minhas necessidades de trabalho;Oferece ganhos bons e estáveis;? seguro trabalhar com a 99;10;
Promoter;BR;POC;O aplicativo atende todas as minhas necessidades de trabalho;;;9;Alguns motorista  ter maia compreens?o  .
Promoter;BR;POC;Oferece ganhos bons e estáveis;;;9;
Promoter;BR;POC;O aplicativo atende todas as minhas necessidades de trabalho;Oferece uma visualiza??o clara e correta dos meus ganhos;Oferece boas parcerias para o motorista;10;?timo  atendimento
Promoter;BR;POC;O aplicativo atende todas as minhas necessidades de trabalho;? fácil receber meus ganhos na minha conta;O aplicativo é fácil de ser utilizado;9;
Promoter;BR;POC;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;O aplicativo é fácil de ser utilizado;Oferece um atendimento ao consumidor fácil de entrar em contato;10;Bom seria se o pre?o da corrida tivesse um pre?o mas justo, estamos pagando em Arapiraca-AL  4,79 o litro da gasolina e 3,29 0 litro do álcool. O aplicativo 99 cobra o valor da corrida quando o cliente entra no carro e esqueci do nosso deslocamento para chegar até ele.
Promoter;BR;POC;Oferece uma visualiza??o clara e correta dos meus ganhos;Todos falam sobre a 99 de forma positiva;O aplicativo é fácil de ser utilizado;10;
Promoter;BR;POC;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;;;10;
Promoter;BR;POC;Mostra as posi??es de embarque e desembarque corretamente;O aplicativo é fácil de ser utilizado;? fácil receber meus ganhos na minha conta;10;
Promoter;BR;POC;? seguro trabalhar com a 99;Oferece boas funcionalidades de seguran?a;Oferece uma rota segura de acordo com a prevista;10;
Promoter;BR;POC;Mostra as posi??es de embarque e desembarque corretamente;Tem regras justas;O aplicativo é fácil de ser utilizado;10;
Promoter;BR;POC;Oferece boas funcionalidades de seguran?a;Tem regras justas;;10;
Promoter;BR;POC;Mostra as posi??es de embarque e desembarque corretamente;? seguro trabalhar com a 99;? fácil receber meus ganhos na minha conta;9;Falta melhora quest?o do cancelamento a gente cancela se passageiro  n?o chega e perde.
Promoter;BR;POC;Mostra as posi??es de embarque e desembarque corretamente;O aplicativo é fácil de ser utilizado;O aplicativo atende todas as minhas necessidades de trabalho;9;Gostaria de ver os comentários feito por usuários \n
Promoter;BR;POC;Oferece boas funcionalidades de seguran?a;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;O aplicativo atende todas as minhas necessidades de trabalho;10;Servi?o excelente
Promoter;BR;POC;Oferece ganhos bons e estáveis;;;10;
Promoter;BR;POC;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;Tem regras justas;O aplicativo é fácil de ser utilizado;10;
Promoter;BR;POC;Todos falam sobre a 99 de forma positiva;Mostra as posi??es de embarque e desembarque corretamente;Oferece boas funcionalidades de seguran?a;10;
Promoter;BR;POC;Mostra as posi??es de embarque e desembarque corretamente;? fácil receber meus ganhos na minha conta;O aplicativo é fácil de ser utilizado;10;Deve melhorar sobre quando vamos buscar os passageiros e eles cancela e ainda vem dizer que a culpa do motorista sem ser e sobre reembolso de quem n?o paga em dinheiro ou maquininha poderia melhorar sobre isso
Promoter;BR;POC;Oferece informa??es suficientes do passageiro;Mostra as posi??es de embarque e desembarque corretamente;Oferece uma rota segura de acordo com a prevista;9;
Promoter;BR;POC;Oferece um atendimento ao consumidor fácil de entrar em contato;Mostra as posi??es de embarque e desembarque corretamente;Oferece boas funcionalidades de seguran?a;10;
Promoter;BR;POC;Oferece informa??es suficientes do passageiro;O aplicativo é profissional;Oferece ganhos bons e estáveis;10;
Promoter;BR;POC;O aplicativo é profissional;Todos falam sobre a 99 de forma positiva;Oferece uma visualiza??o clara e correta dos meus ganhos;10;
Promoter;BR;POC;Oferece uma visualiza??o clara e correta dos meus ganhos;Mostra as posi??es de embarque e desembarque corretamente;Oferece ganhos bons e estáveis;9;Poderia nos recompensar com taxa de cancelamento e n?o nossa punir quando cancelamos viagens suspeitas
Promoter;BR;POC;O aplicativo é fácil de ser utilizado;;;10;
Promoter;BR;POC;Os passageiros s?o educados e têm uma rota de viagem segura;Todos falam sobre a 99 de forma positiva;Oferece um atendimento ao consumidor fácil de entrar em contato;10;
Promoter;BR;POC;Oferece informa??es suficientes do passageiro;O aplicativo é fácil de ser utilizado;O aplicativo atende todas as minhas necessidades de trabalho;9;
Promoter;BR;POC;Oferece ganhos bons e estáveis;Tem regras justas;Oferece uma visualiza??o clara e correta dos meus ganhos;10;Gostaria de volta a trabalhar com a 99.
Promoter;BR;POC;O aplicativo é fácil de ser utilizado;O aplicativo atende todas as minhas necessidades de trabalho;Todos falam sobre a 99 de forma positiva;9;Sobre as outras alternativas algumas eu n?o concordo.
Promoter;BR;POC;? seguro trabalhar com a 99;Tem regras justas;Raramente aparecem corridas de/para áreas de risco;10;
Promoter;BR;POC;O aplicativo atende todas as minhas necessidades de trabalho;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;O aplicativo é fácil de ser utilizado;10;Muito bom fazer parte da 99
Promoter;BR;POC;Oferece boas parcerias para o motorista;O aplicativo é profissional;O aplicativo é fácil de ser utilizado;10;Olá Boa noite 99 sou motorista e venho tendo problemas ao chegar em um embarque e o usuário n?o comparace e no fim eu cancelo e ainda fica como ficou na minha responsabilidade o cancelamento ai eu fico a me perguntar como pode ficar na minha reresponsabilidade se eu estou no local de embarque e pelo Gps vcs conseguem me ver no local e eu estou trocando de carro e n?o achei uma forma para eu avisar e saber se posso trabalhar com o carro sem placas por se zero
Promoter;BR;POC;Mostra as posi??es de embarque e desembarque corretamente;? seguro trabalhar com a 99;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;10;
Promoter;BR;POC;Oferece ganhos bons e estáveis;Oferece uma rota segura de acordo com a prevista;O aplicativo atende todas as minhas necessidades de trabalho;10;
Promoter;BR;POC;Oferece boas parcerias para o motorista;Raramente aparecem corridas de/para áreas de risco;Oferece informa??es suficientes do passageiro;9;E ótimo só elogio aos motoristas
Promoter;BR;POC;Mostra as posi??es de embarque e desembarque corretamente;Oferece uma visualiza??o clara e correta dos meus ganhos;O aplicativo é fácil de ser utilizado;9;
Promoter;BR;POC;? fácil receber meus ganhos na minha conta;O aplicativo é profissional;O aplicativo atende todas as minhas necessidades de trabalho;10;
Promoter;BR;POC;? fácil receber meus ganhos na minha conta;Oferece ganhos bons e estáveis;O aplicativo é fácil de ser utilizado;10;
Promoter;BR;POC;O aplicativo é fácil de ser utilizado;Oferece boas parcerias para o motorista;Oferece ganhos bons e estáveis;10;
Promoter;BR;POC;? fácil receber meus ganhos na minha conta;;;9;Gostaria de voltar a rodar vocês bloqueado sem motivos sem determina??o nenhuma meu aplicativo abre o computador lá na central n?o tem nada se for possível habilite minha conta novamente para rodar
Promoter;BR;POC;O aplicativo é profissional;Oferece ganhos bons e estáveis;? seguro trabalhar com a 99;10;
Promoter;BR;POC;O aplicativo é fácil de ser utilizado;O aplicativo é profissional;Tem regras justas;10;
Promoter;BR;POC;O aplicativo é profissional;;;9;
Promoter;BR;POC;Oferece ganhos bons e estáveis;;;10;A 99 precisa cobrar taxa de espera de para o motorista por haver passageiros sem compromisso com o horário do motorista.
Promoter;BR;POC;Todos falam sobre a 99 de forma positiva;O aplicativo é profissional;Oferece ganhos bons e estáveis;10;Preciso que melhore o valor das corridas
Promoter;BR;POC;Oferece uma rota segura de acordo com a prevista;O aplicativo é fácil de ser utilizado;Mostra as posi??es de embarque e desembarque corretamente;10;E um aplicativo mt bom porém as vzs \nQuando chamamos tem um período de esperamos o 99 n?o sai da foto por até 8 minutos e n?o cansela pra nois consumidores termos q paga multa do resto tudo ok lógico q n?o s?o tds os motoristas mas alguns deixa a desejar
Promoter;BR;POC;? seguro trabalhar com a 99;Todos falam sobre a 99 de forma positiva;O aplicativo é profissional;10;Gostei de trabalhar com o App 99 pela qualidade do App, mostra as corridas em ponto exato e os ganhos s?o bons.
Promoter;BR;POC;Oferece informa??es suficientes do passageiro;Mostra as posi??es de embarque e desembarque corretamente;O aplicativo é profissional;10;
Promoter;BR;POC;Oferece ganhos bons e estáveis;Mostra as posi??es de embarque e desembarque corretamente;Tem regras justas;9;
Promoter;BR;POC;Oferece uma visualiza??o clara e correta dos meus ganhos;;;10;Deviria ver uma forma de cobrabar de passageiros que usam de má fé quando vai pagar o motorista, esses alegam que n?o tem o dinheiro compreto para gagar a corrida.\nE nós motorista saímos sempre com o prejuízo da corrida.
Promoter;BR;POC;? seguro trabalhar com a 99;? fácil receber meus ganhos na minha conta;Oferece boas funcionalidades de seguran?a;10;
Promoter;BR;POC;O aplicativo é fácil de ser utilizado;;;10;
Promoter;BR;POC;? seguro trabalhar com a 99;? fácil receber meus ganhos na minha conta;Oferece ganhos bons e estáveis;10;N?o explora o motorista \nRápido na resolu??o de problemas \n\n
Promoter;BR;POC;Oferece informa??es suficientes do passageiro;Oferece ganhos bons e estáveis;Oferece uma visualiza??o clara e correta dos meus ganhos;10;
Promoter;BR;POC;Todos falam sobre a 99 de forma positiva;O aplicativo atende todas as minhas necessidades de trabalho;O aplicativo é fácil de ser utilizado;10;
Promoter;BR;POC;Oferece boas parcerias para o motorista;O aplicativo atende todas as minhas necessidades de trabalho;Todos falam sobre a 99 de forma positiva;10;
Promoter;BR;POC;? seguro trabalhar com a 99;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;O aplicativo é fácil de ser utilizado;10;O aplicativo tem q ter uma taxa mínima p os clientes pagarem \nMuitos pagam menos que a passagem de ?nibus \nIsso ? pode acontecer ?\nA taxa mínima tem q ser no mínimo 6 reais\nIsso ? existe o cliente pagar menos q a passagem fe ?nibus \nNo ?nibus eles ficam no aperto em pé e no calor\nAi vem pega a 99 pop vai sentado no ar condicionado no conforto e pagar menos q 4 reais \nAki em aracaju SE a passagem é 4,50\nEnt?o tem q revê essa taxa mínima
Promoter;BR;POC;Todos falam sobre a 99 de forma positiva;? seguro trabalhar com a 99;Oferece boas parcerias para o motorista;10;99 e show
Promoter;BR;POC;O aplicativo é fácil de ser utilizado;Mostra as posi??es de embarque e desembarque corretamente;O aplicativo é profissional;10;
Promoter;BR;POC;O aplicativo é fácil de ser utilizado;Oferece ganhos bons e estáveis;O aplicativo é profissional;10;Visto a camisa 99
Promoter;BR;POC;Oferece um atendimento ao consumidor fácil de entrar em contato;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;Mostra as posi??es de embarque e desembarque corretamente;10;
Promoter;BR;POC;O aplicativo é profissional;O aplicativo é fácil de ser utilizado;;10;
Promoter;BR;POC;Oferece ganhos bons e estáveis;Oferece uma visualiza??o clara e correta dos meus ganhos;? fácil receber meus ganhos na minha conta;10;
Promoter;BR;POC;Mostra as posi??es de embarque e desembarque corretamente;;;10;
Promoter;BR;POC;O aplicativo atende todas as minhas necessidades de trabalho;Mostra as posi??es de embarque e desembarque corretamente;O aplicativo é profissional;10;Muita responsabilidade e comprisso
Promoter;BR;POC;O aplicativo é fácil de ser utilizado;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;Oferece boas funcionalidades de seguran?a;10;
Promoter;BR;POC;O aplicativo é fácil de ser utilizado;Oferece um atendimento ao consumidor fácil de entrar em contato;Oferece informa??es suficientes do passageiro;9;
Promoter;BR;POC;Oferece uma rota segura de acordo com a prevista;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;O aplicativo é profissional;10;
Promoter;BR;POC;O aplicativo atende todas as minhas necessidades de trabalho;Oferece boas funcionalidades de seguran?a;Todos falam sobre a 99 de forma positiva;9;Ola 99,acho que única coisa que poderia melhorar é aparecer mais informa??es sobre o passageiro
Promoter;BR;POC;Todos falam sobre a 99 de forma positiva;Oferece um atendimento ao consumidor fácil de entrar em contato;O aplicativo é fácil de ser utilizado;10;Muito bom o app do 99
Promoter;BR;POC;Oferece um atendimento ao consumidor de qualidade, com resposta rápida e solu??o eficiente;Oferece uma rota segura de acordo com a prevista;Raramente aparecem corridas de/para áreas de risco;9;
Promoter;BR;POC;Oferece boas funcionalidades de seguran?a;O aplicativo é profissional;Oferece boas parcerias para o motorista;10;Eu gostei muito trabalha com aplicativo pop 99 mais infelizmente foi bloqueado por algo engano é foi reqlama de um passageiro que n?o pagou a corrida e deceu sem pagar pois é infem nao consigou mais trabalho na iquepe do aplicativo pop e 99 q eu gostaria muito trabalha de novo  .......
Promoter;BR;POC;Todos falam sobre a 99 de forma positiva;O aplicativo é fácil de ser utilizado;Mostra as posi??es de embarque e desembarque corretamente;10;
Promoter;BR;POC;O aplicativo é profissional;O aplicativo atende todas as minhas necessidades de trabalho;Todos falam sobre a 99 de forma positiva;10;
Promoter;BR;POC;O aplicativo é fácil de ser utilizado;;;9;Gostaria de voltar a rodar infelizmente vocês me bloquearam sem motivo algum quem tá falando é o motorista reveja o meu caso que n?o tem nenhuma possibilidade de reclama??o n?o tem nenhuma reclama??o no aplicativo de uma hora para outra vocês bloquearam
Promoter;BR;POC;O aplicativo é fácil de ser utilizado;Mostra as posi??es de embarque e desembarque corretamente;Oferece uma rota segura de acordo com a prevista;10;
Promoter;BR;POC;Oferece ganhos bons e estáveis;Mostra as posi??es de embarque e desembarque corretamente;Oferece uma visualiza??o clara e correta dos meus ganhos;9;
Promoter;BR;POC;Mostra as posi??es de embarque e desembarque corretamente;Oferece uma visualiza??o clara e correta dos meus ganhos;O aplicativo atende todas as minhas necessidades de trabalho;10;
Promoter;BR;POC;O aplicativo é fácil de ser utilizado;;;10;Ter desconto para o motorista de aplicativo
